"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
31,"management","single","university.degree","no","no","no","cellular","jul","wed",645,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
32,"blue-collar","married","basic.4y","unknown","no","yes","telephone","jul","wed",990,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
31,"technician","divorced","professional.course","no","yes","no","cellular","jul","wed",662,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
31,"technician","divorced","professional.course","no","yes","no","cellular","jul","wed",625,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
34,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","wed",727,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
51,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",426,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
31,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",590,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
31,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",1121,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
26,"blue-collar","single","basic.9y","no","no","no","cellular","jul","wed",1139,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
44,"admin.","married","high.school","no","no","no","cellular","jul","wed",869,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
34,"admin.","married","high.school","no","no","no","cellular","jul","wed",359,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
58,"retired","married","basic.4y","no","no","no","cellular","jul","wed",1014,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
28,"blue-collar","single","professional.course","no","no","no","cellular","jul","wed",1290,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
39,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","wed",1439,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
27,"admin.","single","university.degree","no","no","no","cellular","jul","wed",919,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
30,"services","single","high.school","no","no","no","cellular","jul","wed",1426,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
51,"unemployed","married","professional.course","unknown","yes","yes","cellular","jul","thu",901,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
34,"technician","single","university.degree","no","yes","no","cellular","jul","thu",560,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
33,"blue-collar","single","basic.6y","no","no","no","cellular","jul","thu",854,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
32,"technician","married","professional.course","no","yes","no","cellular","jul","thu",255,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
35,"admin.","single","university.degree","unknown","no","no","cellular","jul","thu",863,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
26,"technician","married","professional.course","no","yes","no","cellular","jul","thu",804,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
43,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","thu",982,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
57,"management","married","basic.4y","unknown","no","yes","cellular","jul","thu",584,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
42,"blue-collar","married","basic.9y","no","no","yes","cellular","jul","thu",880,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
28,"admin.","single","high.school","no","no","no","cellular","jul","thu",720,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
54,"blue-collar","married","high.school","no","no","no","cellular","jul","thu",771,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
31,"admin.","married","high.school","no","yes","no","cellular","jul","thu",627,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
55,"management","married","university.degree","no","yes","no","cellular","jul","thu",1341,7,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
31,"admin.","married","high.school","no","no","no","cellular","jul","thu",634,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
25,"admin.","single","high.school","no","yes","no","cellular","jul","thu",476,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
42,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",829,5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
40,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","thu",724,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
38,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","thu",500,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
32,"unknown","single","professional.course","no","no","no","cellular","jul","thu",2029,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
48,"technician","married","basic.9y","no","no","yes","cellular","jul","thu",1499,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
35,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","thu",1399,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
42,"blue-collar","married","basic.9y","no","no","no","cellular","jul","thu",1187,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
31,"technician","married","professional.course","no","no","yes","cellular","jul","thu",487,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
23,"services","single","high.school","no","no","no","cellular","jul","thu",1097,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
31,"technician","married","professional.course","no","no","no","cellular","jul","thu",3643,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
30,"services","married","high.school","no","yes","no","cellular","jul","fri",812,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
35,"admin.","married","high.school","unknown","yes","no","cellular","jul","fri",794,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
53,"retired","married","basic.9y","unknown","yes","no","cellular","jul","fri",817,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
33,"services","married","high.school","no","no","no","cellular","jul","fri",1060,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
33,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",614,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
40,"retired","married","basic.4y","unknown","yes","no","cellular","jul","fri",1689,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
30,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","fri",1294,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
38,"blue-collar","divorced","basic.9y","no","no","no","cellular","jul","fri",764,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
38,"blue-collar","divorced","basic.9y","no","unknown","unknown","cellular","jul","fri",1120,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
35,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",963,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
32,"technician","married","unknown","no","yes","yes","cellular","jul","fri",1973,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
53,"management","married","basic.9y","unknown","yes","yes","cellular","jul","fri",1041,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
41,"self-employed","divorced","professional.course","no","no","no","cellular","jul","fri",911,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
29,"blue-collar","single","basic.9y","no","no","no","cellular","jul","fri",822,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
43,"technician","divorced","basic.9y","no","no","no","cellular","jul","fri",853,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
46,"housemaid","married","basic.4y","unknown","no","no","cellular","jul","fri",1649,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
26,"admin.","single","high.school","no","no","no","cellular","jul","fri",1310,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
50,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","mon",611,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
39,"services","married","professional.course","no","yes","no","cellular","jul","mon",751,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
31,"management","married","university.degree","no","yes","no","cellular","jul","mon",1397,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
30,"blue-collar","married","high.school","unknown","yes","no","cellular","jul","mon",1153,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
23,"admin.","married","basic.9y","no","yes","no","cellular","jul","mon",686,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
33,"entrepreneur","married","university.degree","no","yes","no","cellular","jul","mon",766,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
35,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",788,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
50,"blue-collar","married","basic.4y","no","no","no","cellular","jul","mon",1130,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
57,"retired","married","university.degree","no","yes","yes","cellular","jul","mon",1062,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
36,"admin.","married","university.degree","no","yes","yes","cellular","jul","mon",1669,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
35,"admin.","married","high.school","unknown","no","no","cellular","jul","mon",1336,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
27,"services","single","high.school","no","no","no","cellular","jul","mon",1071,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
26,"technician","single","high.school","no","yes","yes","cellular","jul","mon",894,7,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
54,"management","married","university.degree","no","no","no","cellular","jul","mon",798,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
44,"services","divorced","basic.9y","no","no","no","cellular","jul","tue",805,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
42,"technician","married","basic.9y","no","no","no","cellular","jul","tue",723,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
45,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","tue",791,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
54,"retired","married","basic.4y","no","yes","yes","telephone","jul","tue",533,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
57,"self-employed","married","professional.course","no","yes","no","cellular","jul","tue",1056,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
38,"technician","single","professional.course","no","no","no","cellular","jul","tue",815,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
24,"entrepreneur","single","university.degree","no","yes","no","cellular","jul","tue",808,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
43,"services","single","high.school","no","no","no","cellular","jul","tue",1317,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
36,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","tue",1615,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
33,"housemaid","married","basic.9y","no","no","no","cellular","jul","tue",860,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
35,"blue-collar","divorced","basic.9y","no","no","no","cellular","jul","tue",658,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
26,"admin.","married","basic.9y","no","no","no","cellular","jul","tue",878,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
32,"services","single","unknown","unknown","yes","no","cellular","jul","tue",881,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
32,"services","single","unknown","unknown","no","no","cellular","jul","tue",981,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
33,"services","married","high.school","no","yes","no","cellular","jul","tue",820,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
50,"admin.","married","professional.course","no","no","no","cellular","jul","tue",1001,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
26,"technician","divorced","professional.course","no","no","yes","cellular","jul","tue",500,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
34,"management","divorced","university.degree","no","yes","no","cellular","jul","tue",1228,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
39,"admin.","divorced","high.school","no","yes","no","cellular","jul","tue",514,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
34,"technician","divorced","basic.6y","no","yes","no","cellular","jul","tue",716,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
34,"technician","single","professional.course","no","no","yes","cellular","jul","tue",955,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
32,"technician","single","professional.course","no","no","no","cellular","jul","tue",769,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
33,"blue-collar","divorced","basic.9y","unknown","no","no","cellular","jul","tue",889,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
48,"admin.","divorced","basic.9y","no","no","no","cellular","jul","tue",1424,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
34,"management","married","high.school","no","yes","no","cellular","jul","tue",838,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
57,"blue-collar","divorced","basic.6y","unknown","no","no","cellular","jul","tue",632,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
27,"admin.","single","professional.course","no","no","no","cellular","jul","tue",448,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
59,"retired","married","university.degree","unknown","no","no","cellular","jul","wed",767,5,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
26,"technician","single","professional.course","no","unknown","unknown","cellular","jul","wed",578,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
24,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","wed",349,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
43,"blue-collar","single","basic.6y","no","yes","yes","cellular","jul","wed",1806,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
39,"technician","married","high.school","unknown","no","no","cellular","jul","wed",781,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
45,"unknown","unknown","unknown","no","yes","yes","cellular","jul","wed",496,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
45,"unknown","unknown","unknown","no","yes","no","cellular","jul","wed",586,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
27,"blue-collar","married","basic.9y","no","no","no","cellular","jul","wed",689,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
49,"retired","married","high.school","no","yes","no","cellular","jul","wed",555,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
34,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",686,6,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
23,"blue-collar","single","high.school","no","no","no","cellular","jul","wed",435,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
23,"blue-collar","single","high.school","no","yes","no","cellular","jul","wed",830,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
29,"admin.","single","university.degree","no","no","no","cellular","jul","wed",873,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
50,"retired","married","basic.4y","no","no","no","cellular","jul","wed",1222,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
55,"housemaid","married","university.degree","no","no","no","cellular","jul","wed",988,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
35,"admin.","single","high.school","no","yes","yes","cellular","jul","wed",652,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
26,"technician","married","basic.9y","unknown","yes","no","telephone","jul","wed",367,6,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
33,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",1019,11,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
48,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","wed",709,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
51,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",561,9,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
30,"blue-collar","married","basic.6y","no","yes","yes","cellular","jul","wed",1018,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
34,"admin.","married","university.degree","no","no","no","cellular","jul","wed",781,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
24,"services","single","high.school","no","no","no","cellular","jul","thu",1150,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
31,"services","single","basic.9y","no","yes","no","cellular","jul","thu",753,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
50,"blue-collar","married","unknown","unknown","no","no","cellular","jul","thu",1275,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
25,"blue-collar","married","basic.4y","no","no","yes","telephone","jul","thu",1008,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
27,"unemployed","single","university.degree","no","yes","yes","cellular","jul","thu",538,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
23,"management","single","university.degree","no","no","no","cellular","jul","thu",795,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
39,"housemaid","divorced","basic.9y","no","no","no","cellular","jul","thu",926,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
32,"admin.","single","university.degree","no","no","yes","cellular","jul","thu",1027,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
23,"management","single","university.degree","no","no","no","cellular","jul","thu",1584,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
49,"blue-collar","single","basic.6y","unknown","yes","no","cellular","jul","thu",626,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
29,"admin.","single","university.degree","no","no","yes","cellular","jul","thu",582,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
24,"technician","single","basic.6y","no","yes","no","telephone","jul","thu",1448,7,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
27,"blue-collar","single","basic.9y","no","no","no","cellular","jul","thu",656,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
28,"blue-collar","single","unknown","no","no","no","cellular","jul","thu",637,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
31,"blue-collar","divorced","basic.9y","no","no","no","cellular","jul","thu",551,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
31,"technician","married","basic.9y","no","no","yes","cellular","jul","thu",1319,5,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
35,"self-employed","married","university.degree","no","no","no","cellular","jul","thu",1175,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
26,"admin.","married","high.school","no","no","no","cellular","jul","thu",991,5,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
42,"services","married","high.school","no","no","no","cellular","jul","thu",1153,4,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
41,"blue-collar","married","basic.4y","no","no","no","cellular","jul","fri",623,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
37,"technician","married","professional.course","no","no","yes","cellular","jul","fri",674,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
31,"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","fri",1081,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
57,"blue-collar","married","high.school","unknown","no","no","cellular","jul","fri",558,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
57,"blue-collar","married","high.school","unknown","yes","no","cellular","jul","fri",572,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
27,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",494,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
31,"admin.","single","basic.9y","no","no","no","cellular","jul","fri",978,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
35,"admin.","single","university.degree","no","no","no","cellular","jul","fri",536,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
29,"admin.","single","high.school","no","no","no","cellular","jul","fri",567,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
29,"management","single","basic.9y","no","no","yes","cellular","jul","fri",968,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
30,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","fri",474,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
33,"admin.","single","high.school","no","yes","no","cellular","jul","fri",516,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
28,"services","divorced","high.school","unknown","no","yes","cellular","jul","fri",278,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
38,"blue-collar","married","basic.9y","no","no","no","cellular","jul","fri",610,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
37,"blue-collar","married","basic.6y","no","no","no","cellular","jul","fri",640,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
32,"services","single","professional.course","no","yes","no","cellular","jul","fri",671,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
45,"housemaid","divorced","basic.4y","unknown","no","no","cellular","jul","fri",420,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
37,"entrepreneur","married","basic.9y","unknown","yes","no","cellular","jul","fri",658,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
57,"retired","divorced","basic.4y","unknown","no","no","cellular","jul","fri",655,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
24,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","fri",659,5,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
56,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","fri",641,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
33,"management","single","university.degree","no","yes","no","cellular","jul","fri",415,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
46,"admin.","single","university.degree","no","no","no","cellular","jul","fri",852,9,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
39,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","fri",635,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
25,"blue-collar","single","basic.6y","no","no","yes","cellular","jul","fri",1127,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
33,"technician","married","high.school","no","yes","no","cellular","jul","fri",1360,9,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
26,"services","single","high.school","no","no","no","cellular","jul","fri",588,7,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
35,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","fri",1373,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
34,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","fri",913,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
30,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",799,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
57,"admin.","married","basic.9y","no","no","no","cellular","jul","fri",1139,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
43,"admin.","married","high.school","no","no","no","cellular","jul","mon",999,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
40,"management","married","university.degree","no","yes","no","cellular","jul","mon",638,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
27,"admin.","single","high.school","unknown","no","no","cellular","jul","mon",1105,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
32,"admin.","single","high.school","unknown","no","no","cellular","jul","mon",590,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
36,"technician","married","basic.4y","no","no","no","cellular","jul","mon",854,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
39,"technician","single","professional.course","no","no","no","cellular","jul","mon",617,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
38,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","mon",1039,7,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
44,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","mon",574,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
44,"admin.","single","basic.9y","no","yes","yes","cellular","jul","mon",919,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
31,"admin.","single","high.school","no","no","no","cellular","jul","mon",1017,6,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
22,"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","mon",848,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
39,"admin.","married","university.degree","no","no","no","telephone","jul","mon",733,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
41,"technician","single","university.degree","no","yes","no","cellular","jul","mon",553,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
28,"technician","married","basic.9y","no","yes","no","cellular","jul","mon",1080,4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
43,"services","married","high.school","no","no","no","cellular","jul","mon",710,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
43,"services","married","high.school","no","yes","yes","cellular","jul","mon",1212,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
32,"services","married","basic.4y","unknown","no","no","cellular","jul","mon",891,4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
